75, 3987, 1392, -1478
168, 3988, 1391, -1473
259, 3989, 1390, -1478
281, 3989, 1389, -1480
406, 3989, 1389, -1488
423, 3989, 1389, -1489
441, 3989, 1389, -1490
459, 3989, 1389, -1491
530, 3989, 1389, -1494
550, 3989, 1389, -1495
585, 3989, 1389, -1495
659, 3987, 1392, -1494
678, 3986, 1394, -1494
744, 3945, 1401, -1457
762, 3907, 1406, -1460
831, 3865, 1413, -1582
849, 3835, 1418, -1606
917, 3774, 1438, -1571
938, 3728, 1454, -1565
1005, 3642, 1487, -1515
1024, 3576, 1513, -1507
1096, 3502, 1541, -1482
1116, 3448, 1562, -1474
1192, 3348, 1603, -1418
1211, 3279, 1631, -1413
1229, 3225, 1653, -1402
1298, 3115, 1698, -1340
1316, 3034, 1730, -1332
1389, 2884, 1790, -1254
1409, 2775, 1828, -1242
1476, 2668, 1856, -1210
1496, 2591, 1876, -1198
1566, 2458, 1901, -1122
1586, 2362, 1919, -1111
1654, 2190, 1947, -1013
1674, 2062, 1967, -995
1743, 1926, 1986, -954
1763, 1823, 2001, -928
1843, 1604, 2029, -764
1862, 1442, 2050, -730
1881, 1298, 2066, -677
1950, 1045, 2076, -549
1972, 857, 2081, -531
2039, 645, 2084, -504
2058, 500, 2086, -498
2127, 339, 2096, -440
2147, 229, 2106, -421
2222, 137, 2129, -359
2428, -837, 2550, -180
2496, -855, 2807, 29
2516, -731, 2906, 46
2585, -485, 2768, 37
2606, -322, 2658, 30
2680, -197, 2551, 25
2702, -114, 2485, 26
2720, -56, 2447, 27
2788, -9, 2445, 86
2812, 21, 2450, 103
2887, 80, 2471, 128
2909, 127, 2487, 128
2979, 185, 2506, 120
3001, 228, 2519, 117
3071, 349, 2573, 146
3091, 442, 2614, 147
3162, 550, 2657, 149
3184, 623, 2681, 148
3253, 682, 2660, 126
3274, 719, 2639, 119
3356, 740, 2604, 99
3378, 752, 2581, 96
3401, 758, 2566, 94
3471, 917, 2554, 87
3491, 1038, 2538, 83
3560, 1177, 2515, 56
3580, 1266, 2498, 49
3650, 1282, 2463, 29
3671, 1281, 2437, 24
3738, 1251, 2410, 15
3758, 1227, 2392, 15
3828, 1340, 2336, -10
3847, 1431, 2293, -29
3916, 1549, 2238, -88
3938, 1620, 2203, -91
