76, 2394, 1396, -3969
160, 2397, 1396, -3960
187, 2400, 1396, -3959
264, 2402, 1396, -3958
301, 2403, 1396, -3958
392, 2404, 1396, -3959
410, 2404, 1396, -3959
430, 2404, 1396, -3959
501, 2404, 1396, -3960
524, 2403, 1396, -3960
551, 2404, 1396, -3958
618, 2409, 1396, -3946
639, 2413, 1397, -3943
704, 2415, 1400, -3930
723, 2416, 1403, -3921
742, 2421, 1408, -3903
808, 2464, 1439, -3760
829, 2490, 1463, -3752
900, 2499, 1485, -3744
923, 2502, 1501, -3741
995, 2492, 1523, -3726
1017, 2484, 1538, -3722
1087, 2462, 1558, -3693
1106, 2445, 1572, -3684
1127, 2431, 1583, -3677
1203, 2362, 1564, -3658
1223, 2315, 1555, -3644
1244, 2283, 1550, -3632
1311, 2238, 1554, -3555
1331, 2205, 1559, -3535
1399, 2171, 1565, -3490
1421, 2145, 1571, -3473
1492, 2102, 1581, -3384
1512, 2072, 1588, -3368
1535, 2047, 1595, -3343
1606, 1996, 1607, -3229
1626, 1960, 1616, -3209
1694, 1902, 1629, -3089
1717, 1858, 1640, -3057
1785, 1815, 1649, -2999
1804, 1785, 1655, -2982
1824, 1759, 1661, -2955
1897, 1712, 1670, -2847
1916, 1676, 1678, -2822
1936, 1644, 1685, -2785
2007, 1588, 1695, -2664
2029, 1544, 1704, -2628
2098, 1474, 1716, -2490
2118, 1425, 1725, -2466
2138, 1386, 1732, -2437
2204, 1322, 1743, -2306
2223, 1275, 1750, -2282
2244, 1237, 1756, -2249
2312, 1171, 1766, -2117
2331, 1124, 1773, -2095
2396, 1056, 1782, -1974
2418, 1006, 1789, -1945
2487, 958, 1796, -1889
2508, 924, 1801, -1873
2528, 897, 1806, -1848
2605, 827, 1848, -1572
2626, 776, 1872, -1551
2649, 737, 1887, -1530
2717, 680, 1897, -1438
2736, 640, 1904, -1421
2802, 604, 1910, -1383
2822, 579, 1915, -1370
2888, 544, 1923, -1302
2907, 520, 1929, -1289
2926, 501, 1935, -1271
2996, 465, 1945, -1182
3015, 439, 1953, -1168
3083, 400, 1966, -1074
3104, 372, 1977, -1053
3123, 350, 1985, -1037
3192, 311, 2004, -922
3211, 281, 2018, -898
3289, 248, 2037, -826
3311, 224, 2055, -796
3334, 199, 2075, -746
3404, 149, 2113, -591
3427, 103, 2148, -520
3501, -30, 2217, -139
3524, -133, 2263, -73
3592, -260, 2301, 114
3614, -348, 2327, 148
3682, -416, 2349, 209
3704, -455, 2366, 214
3771, -613, 2364, 346
3792, -741, 2350, 362
3860, -898, 2304, 392
3884, -988, 2279, 395
3965, -851, 2335, 359
3988, -715, 2382, 341
4011, -560, 2424, 308
4082, -314, 2445, 229
4105, -137, 2454, 205
4175, 4, 2467, 357
4199, 97, 2475, 379
4269, 169, 2480, 423
4292, 221, 2481, 421
4361, 313, 2457, 345
4384, 380, 2437, 323
4457, 444, 2412, 267
4480, 485, 2395, 256
4551, 591, 2333, 362
4574, 668, 2288, 384
4650, 755, 2255, 338
4673, 812, 2235, 326
4696, 850, 2223, 311
4765, 874, 2222, 273
4788, 887, 2223, 265
4862, 996, 2149, 336
4884, 1076, 2090, 353
4906, 1138, 2042, 362
4978, 1183, 2054, 250
4998, 1208, 2074, 222
5021, 1218, 2099, 190
5091, 1207, 2145, 124
5114, 1194, 2179, 114
5182, 1255, 2154, 229
5205, 1311, 2130, 222
5276, 1390, 2091, 194
5298, 1441, 2070, 190
5375, 1430, 2118, 170
5396, 1413, 2158, 167
5419, 1393, 2191, 165
5492, 1489, 2160, 119
5515, 1561, 2134, 132
5585, 1638, 2100, 145
5608, 1685, 2082, 144
5678, 1679, 2123, 101
5701, 1663, 2160, 89
5770, 1627, 2207, 67
5793, 1599, 2240, 63
5862, 1638, 2244, 182
5885, 1680, 2235, 179
5958, 1727, 2234, 156
5981, 1755, 2238, 153
6060, 1764, 2254, 152
6083, 1766, 2265, 154
6106, 1764, 2274, 156
6176, 1838, 2226, 123
6199, 1900, 2183, 140
6269, 1973, 2141, 158
6292, 2020, 2117, 158
6361, 2020, 2136, 127
6384, 2011, 2155, 118
6458, 1980, 2184, 98
6479, 1956, 2204, 95
6502, 1938, 2218, 93
6573, 1998, 2181, 147
6597, 2048, 2142, 148
6668, 2109, 2089, 134
6691, 2148, 2059, 132
6768, 2154, 2078, 129
6791, 2153, 2098, 129
6813, 2147, 2116, 130
6882, 2211, 2042, 71
6905, 2265, 1983, 75
6977, 2330, 1916, 72
6998, 2371, 1879, 71
7067, 2371, 1935, 59
7090, 2362, 1989, 55
7159, 2334, 2063, 45
7182, 2311, 2115, 44
7250, 2373, 2100, -42
7275, 2425, 2071, -53
7342, 2484, 2016, -81
7362, 2517, 1987, -79
7439, 2446, 2057, 0
7461, 2386, 2114, 8
7482, 2335, 2160, 17
7553, 2349, 2147, -30
7576, 2368, 2126, -13
7645, 2403, 2077, 12
7668, 2421, 2041, 15
7737, 2370, 2009, 63
7760, 2323, 1988, 71
7829, 2261, 1975, 89
7852, 2218, 1967, 92
7921, 2195, 1852, 122
7945, 2180, 1765, 125
8014, 2173, 1676, 128
8037, 2165, 1618, 128
8114, 2131, 1588, 120
8135, 2106, 1573, 117
8158, 2088, 1567, 115
8226, 2043, 1498, 93
8250, 2006, 1433, 83
8319, 1962, 1347, 60
8342, 1932, 1292, 59
8409, 1907, 1295, 72
8432, 1890, 1311, 74
8505, 1878, 1354, 74
8528, 1872, 1386, 74
8599, 1798, 1321, 28
8622, 1744, 1271, 14
8692, 1688, 1216, -8
8715, 1654, 1181, -10
8792, 1664, 1184, 4
8813, 1676, 1192, 9
8836, 1689, 1202, 13
8904, 1644, 1110, 25
8927, 1601, 1041, 5
8998, 1541, 969, -36
9019, 1508, 923, -35
9088, 1579, 924, 35
9111, 1646, 935, 55
9179, 1736, 970, 85
9202, 1799, 997, 91
9271, 1834, 904, 105
9294, 1852, 830, 112
9362, 1856, 746, 124
9382, 1859, 691, 125
9464, 1888, 679, 128
9487, 1910, 676, 129
9510, 1926, 680, 130
9581, 1949, 601, 188
9604, 1961, 529, 180
9673, 1966, 432, 155
9696, 1971, 373, 149
9765, 1997, 409, 133
9788, 2018, 452, 127
9857, 2040, 527, 115
9880, 2054, 582, 113
9952, 2095, 530, 108
9975, 2126, 477, 83
10042, 2147, 406, 71
10064, 2161, 361, 71
10142, 2163, 346, 61
10165, 2162, 342, 60
10188, 2160, 344, 59
10257, 2181, 221, -118
10280, 2197, 126, -133
10349, 2211, 22, -175
10372, 2217, -40, -177
10445, 2183, -19, -130
10468, 2155, 9, -122
10536, 2157, -31, -261
10559, 2157, -83, -285
10626, 2153, -165, -374
10648, 2148, -216, -370
10718, 2120, -161, -186
10741, 2097, -103, -142
10818, 2068, -7, -46
10839, 2049, 59, -34
10863, 2036, 108, -24
10932, 2024, 108, -57
10965, 2015, 94, -74
11031, 2007, 64, -101
11052, 2003, 49, -98
11119, 1998, 82, -39
11139, 1995, 112, -25
11205, 1993, 155, 4
11226, 1991, 186, 9
11293, 1977, 185, 0
11314, 1965, 177, -3
11334, 1954, 165, -8
11401, 1900, 180, 13
11422, 1854, 198, 16
11503, 1792, 236, 27
11526, 1751, 262, 27
11550, 1724, 280, 28
11617, 1626, 295, 4
11640, 1554, 302, -8
11709, 1481, 300, -31
11732, 1432, 298, -35
11802, 1396, 298, -38
11825, 1373, 299, -38
11895, 1363, 300, -35
11918, 1358, 301, -34
11990, 1292, 280, -96
12013, 1234, 264, -122
12083, 1159, 249, -170
12106, 1109, 242, -175
12183, 1077, 243, -166
12206, 1059, 244, -161
12229, 1051, 246, -156
12297, 975, 208, -263
12318, 914, 186, -290
12387, 838, 176, -348
12410, 791, 172, -344
12484, 804, 195, -195
12507, 823, 213, -158
12577, 744, 216, -237
12600, 683, 218, -261
12670, 617, 218, -306
12691, 576, 220, -303
12761, 583, 242, -179
12783, 596, 262, -145
12860, 631, 287, -67
12881, 656, 304, -56
12904, 675, 315, -48
12977, 620, 330, -142
13000, 573, 337, -158
13071, 522, 342, -170
13093, 489, 346, -170
13115, 469, 349, -169
13184, 457, 351, -164
13206, 452, 352, -162
13273, 392, 337, -263
13295, 343, 332, -290
13364, 282, 339, -349
13387, 245, 345, -348
13460, 251, 348, -229
13483, 263, 349, -198
13560, 204, 355, -390
13581, 162, 361, -410
13604, 128, 367, -426
13672, 112, 371, -334
13694, 105, 373, -301
13761, 116, 373, -214
13784, 127, 374, -197
13854, 85, 382, -354
13877, 51, 390, -377
13950, 16, 398, -329
13973, -5, 403, -313
14042, -19, 405, -262
14063, -25, 406, -252
14132, -58, 417, -394
14153, -85, 427, -421
14230, -106, 461, -449
14253, -119, 482, -436
14276, -130, 490, -397
14346, -146, 471, -253
14369, -156, 454, -223
14436, -215, 454, -301
14465, -255, 460, -339
14532, -292, 470, -379
14552, -313, 475, -371
14572, -320, 473, -335
14638, -287, 452, -176
14658, -258, 436, -141
14677, -231, 424, -114
14745, -248, 418, -104
14767, -267, 417, -114
14836, -293, 416, -160
14859, -303, 421, -154
14936, -247, 482, -61
14957, -204, 528, -48
14977, -170, 564, -38
15045, -155, 638, -34
15065, -144, 692, -46
15131, -135, 745, -78
15150, -128, 781, -84
15172, -120, 809, -88
15242, -100, 848, -94
15265, -84, 875, -95
15332, -65, 940, -233
15353, -53, 990, -250
15423, -45, 1042, -293
15449, -40, 1078, -298
15518, -33, 1106, -286
15542, -28, 1124, -279
15618, -22, 1133, -260
15642, -18, 1137, -256
15665, -16, 1138, -253
15735, -16, 1193, -322
15756, -15, 1234, -355
15825, -10, 1275, -430
15848, -7, 1303, -427
15918, -8, 1333, -276
15943, -9, 1354, -232
