73, -1061, 1404, -1769
171, -1059, 1407, -1771
250, -1059, 1409, -1767
269, -1059, 1410, -1766
337, -1061, 1411, -1762
355, -1062, 1411, -1762
426, -1064, 1411, -1759
448, -1066, 1411, -1758
517, -1067, 1411, -1756
536, -1069, 1411, -1755
599, -1070, 1411, -1754
617, -1071, 1411, -1753
681, -1072, 1411, -1752
698, -1073, 1410, -1752
791, -1074, 1410, -1751
831, -1074, 1410, -1751
916, -1075, 1410, -1750
947, -1076, 1410, -1750
1019, -1076, 1410, -1749
1038, -1076, 1410, -1749
1141, -1079, 1425, -1730
1159, -1080, 1433, -1729
1177, -1082, 1439, -1729
1244, -1059, 1461, -1640
1262, -1049, 1480, -1597
1328, -1067, 1502, -1473
1347, -1074, 1521, -1458
1416, -1054, 1563, -1371
1435, -1037, 1594, -1351
1504, -993, 1653, -1234
1524, -961, 1697, -1204
1589, -924, 1742, -1141
1609, -896, 1775, -1121
1674, -849, 1816, -1017
1692, -816, 1843, -995
1766, -749, 1896, -835
1786, -701, 1930, -803
1806, -665, 1953, -780
1874, -601, 1987, -641
1896, -552, 2011, -604
1965, -503, 2034, -537
1990, -465, 2051, -509
2058, -406, 2079, -389
2077, -364, 2099, -367
2145, -295, 2132, -222
2165, -243, 2156, -186
2234, -191, 2179, -114
2256, -152, 2198, -90
2328, -88, 2229, 44
2350, -43, 2251, 68
2430, 48, 2293, 281
2448, 108, 2321, 300
2470, 148, 2339, 317
2543, 178, 2355, 343
2565, 195, 2366, 341
2633, 230, 2353, 516
2653, 265, 2341, 558
2725, 325, 2325, 658
2747, 364, 2317, 653
2818, 381, 2332, 449
2840, 387, 2345, 390
2908, 379, 2357, 246
2930, 370, 2365, 217
3002, 418, 2362, 273
3022, 458, 2358, 293
3100, 529, 2352, 218
3122, 578, 2349, 195
3216, 616, 2347, 117
3243, 637, 2345, 108
3326, 788, 2309, 147
3351, 891, 2283, 149
3429, 980, 2259, 146
3447, 1036, 2245, 145
3515, 1070, 2236, 138
3536, 1089, 2231, 136
3601, 1186, 2191, 158
3620, 1270, 2154, 173
3685, 1376, 2098, 224
3704, 1442, 2063, 224
3779, 1407, 2098, 63
3798, 1369, 2130, 34
3817, 1331, 2159, 8
3889, 1393, 2126, -1
3910, 1452, 2096, 16
3979, 1532, 2049, 71
4000, 1580, 2024, 67
4068, 1557, 2063, 2
4090, 1528, 2103, -10
4158, 1469, 2160, -32
4179, 1426, 2200, -34
4247, 1463, 2196, -44
4271, 1504, 2181, -43
4343, 1566, 2145, -29
4365, 1606, 2124, -26
4441, 1610, 2140, -23
4461, 1607, 2156, -22
4486, 1599, 2171, -21
4555, 1669, 2129, 27
