103, 2402, 1396, -3961
197, 2403, 1396, -3959
273, 2403, 1396, -3959
297, 2404, 1396, -3959
364, 2403, 1396, -3960
383, 2403, 1396, -3960
401, 2403, 1396, -3960
475, 2403, 1396, -3960
494, 2403, 1396, -3961
518, 2402, 1396, -3961
595, 2406, 1396, -3952
614, 2408, 1396, -3950
678, 2411, 1397, -3946
698, 2413, 1397, -3945
716, 2414, 1398, -3943
783, 2408, 1402, -3928
804, 2389, 1400, -3962
873, 2326, 1375, -4050
895, 2285, 1358, -4048
964, 2256, 1342, -4013
983, 2236, 1330, -4006
1009, 2223, 1322, -3997
1076, 2207, 1315, -3947
1096, 2194, 1311, -3936
1169, 2181, 1309, -3905
1189, 2170, 1308, -3895
1207, 2161, 1308, -3881
1272, 2142, 1313, -3824
1290, 2127, 1317, -3807
1309, 2112, 1322, -3782
1377, 2080, 1334, -3692
1399, 2054, 1344, -3664
1472, 2006, 1365, -3536
1493, 1971, 1380, -3516
1561, 1917, 1405, -3385
1582, 1877, 1423, -3355
1654, 1836, 1442, -3289
1677, 1806, 1456, -3266
1745, 1758, 1479, -3144
1767, 1723, 1496, -3118
1841, 1650, 1556, -2822
1862, 1597, 1596, -2788
1885, 1557, 1622, -2758
1954, 1486, 1656, -2574
1973, 1433, 1680, -2536
1999, 1391, 1697, -2495
2066, 1313, 1727, -2295
2085, 1254, 1749, -2250
2154, 1191, 1770, -2147
2176, 1143, 1786, -2111
2243, 1063, 1813, -1922
2265, 1004, 1833, -1882
2332, 897, 1866, -1634
2352, 816, 1891, -1578
2419, 727, 1914, -1453
2441, 661, 1934, -1399
2519, 523, 1970, -1077
2538, 421, 1996, -1017
2559, 331, 2014, -935
2626, 199, 2018, -763
2645, 100, 2017, -722
2710, -6, 2008, -631
2729, -78, 2002, -615
2747, -127, 1999, -597
2815, -175, 2006, -517
2837, -205, 2016, -498
2904, -224, 2050, -405
2926, -236, 2079, -376
2992, -236, 2121, -318
3013, -233, 2155, -298
3077, -229, 2213, -201
3096, -226, 2257, -178
3116, -223, 2293, -155
3189, -220, 2350, -72
3208, -216, 2390, -60
3228, -211, 2419, -53
3296, -284, 2478, 3
3318, -341, 2523, 22
3385, -403, 2567, 51
3407, -430, 2596, 55
3474, -301, 2616, 43
3500, -176, 2621, 26
3568, -13, 2607, -24
3592, 101, 2594, -39
3661, 245, 2625, -61
3684, 344, 2654, -66
3752, 430, 2693, -83
3774, 493, 2716, -92
3849, 579, 2680, -139
3871, 639, 2648, -151
3893, 679, 2620, -160
3961, 820, 2592, -278
3983, 929, 2571, -305
4054, 1050, 2549, -376
4076, 1129, 2530, -380
4144, 1156, 2478, -322
4166, 1163, 2437, -306
4234, 1141, 2397, -269
4256, 1122, 2371, -261
4324, 1217, 2307, -360
4345, 1294, 2256, -396
4412, 1387, 2194, -486
4434, 1444, 2156, -484
4512, 1403, 2168, -275
4535, 1362, 2183, -235
4557, 1322, 2199, -204
4625, 1407, 2146, -276
4647, 1479, 2101, -311
4715, 1568, 2045, -402
4738, 1623, 2012, -396
4807, 1608, 2047, -265
4828, 1585, 2082, -233
4896, 1532, 2135, -169
4917, 1493, 2174, -158
4985, 1557, 2144, -191
5010, 1617, 2115, -211
5078, 1696, 2076, -258
5100, 1745, 2054, -252
5177, 1712, 2106, -141
5199, 1679, 2150, -122
5221, 1646, 2187, -107
5287, 1689, 2173, -86
5307, 1731, 2150, -78
