93, 3418, 1386, -875
191, 3418, 1385, -866
291, 3418, 1384, -874
309, 3418, 1384, -876
328, 3417, 1384, -877
450, 3417, 1384, -887
472, 3417, 1384, -888
491, 3417, 1384, -889
523, 3417, 1384, -891
608, 3417, 1384, -895
626, 3417, 1384, -895
644, 3417, 1384, -896
714, 3417, 1385, -898
745, 3417, 1384, -894
823, 3414, 1381, -874
855, 3401, 1381, -863
928, 3336, 1394, -860
946, 3293, 1403, -896
1011, 3228, 1427, -1089
1030, 3178, 1446, -1090
1102, 3117, 1470, -1074
1119, 3074, 1488, -1070
1184, 2999, 1521, -1039
1203, 2944, 1546, -1034
1274, 2836, 1596, -984
1293, 2756, 1631, -979
1312, 2696, 1658, -972
1378, 2583, 1709, -925
1397, 2497, 1746, -917
1466, 2404, 1781, -893
1487, 2336, 1806, -885
1556, 2223, 1834, -834
1578, 2141, 1853, -827
1644, 2006, 1881, -765
1663, 1905, 1901, -753
1730, 1796, 1921, -723
1751, 1716, 1936, -712
1822, 1574, 1961, -649
1843, 1473, 1979, -640
1920, 1221, 2018, -524
1939, 1050, 2042, -517
2006, 903, 2060, -496
2026, 797, 2074, -481
2094, 618, 2093, -393
2116, 486, 2105, -378
2182, 268, 2110, -289
2203, 105, 2110, -273
2269, -62, 2098, -247
2291, -175, 2091, -244
2359, -301, 2086, -233
2381, -386, 2084, -227
2451, -452, 2093, -204
2474, -491, 2103, -195
2550, -504, 2124, -167
2570, -507, 2140, -160
2639, -601, 2090, -262
2660, -674, 2039, -294
2729, -754, 1953, -378
2751, -800, 1903, -377
2819, -736, 1962, -243
2839, -668, 2017, -212
2910, -428, 2145, -51
2931, -233, 2234, -27
2998, 7, 2305, 3
3018, 170, 2349, 4
3083, 374, 2360, -21
3102, 521, 2361, -35
3175, 666, 2358, -76
3193, 758, 2356, -80
3213, 818, 2354, -83
3279, 991, 2313, -209
3298, 1119, 2278, -241
3364, 1256, 2230, -329
3383, 1343, 2199, -334
3454, 1325, 2205, -208
3476, 1293, 2215, -176
3546, 1218, 2237, -105
3567, 1162, 2253, -93
3637, 1258, 2203, -216
3659, 1335, 2163, -242
3729, 1424, 2114, -305
3750, 1478, 2085, -302
3826, 1438, 2121, -156
3848, 1397, 2153, -128
3922, 1522, 2097, -285
3943, 1617, 2051, -330
4011, 1717, 1995, -423
4032, 1776, 1965, -415
4106, 1726, 2032, -207
4126, 1676, 2089, -169
4194, 1591, 2162, -87
4217, 1530, 2212, -74
4286, 1580, 2207, -112
4307, 1631, 2190, -123
4376, 1711, 2153, -169
4397, 1760, 2131, -167
4476, 1735, 2158, -72
4499, 1709, 2181, -56
4521, 1682, 2200, -43
4589, 1745, 2156, -47
4609, 1798, 2121, -51
4677, 1871, 2076, -74
4700, 1917, 2049, -69
4769, 1896, 2082, -3
4792, 1870, 2114, 11
4861, 1818, 2160, 40
4885, 1779, 2192, 44
4957, 1841, 2165, 82
4979, 1887, 2138, 106
5050, 1934, 2105, 146
5072, 1963, 2086, 151
5149, 1959, 2118, 152
5169, 1952, 2145, 150
5189, 1943, 2168, 148
5259, 1960, 2118, 328
